"ResourceId","ResourceType","ResourceLocation","ResourceGroupName","ServiceName","ServiceTier","Meter","Tags","CostUSD","Cost","Currency"
"/subscriptions/a77d73b2-8f9b-4206-bc85-4b2511346e07/resourcegroups/m-rpr-7rsg-rprtest-01/providers/microsoft.compute/disks/disk8","microsoft.compute/disks","us east 2","m-rpr-7rsg-rprtest-01","storage","standard hdd managed disks","s6 disks","mtb:cc-cld-requestor:, mtb:cc-cld-provider:, mtb:cc-cld-consumer:1.0146, mtb:app-code:rpr, mtb:rfc-num:rfc0000000, mtb:ssr-num:, mtb:deploy:manual, mtb:cloud:azuseast2, mtb:env:test, mtb:gl:iaas","1.100616401402756","1.100616401402756","USD"
"/subscriptions/a77d73b2-8f9b-4206-bc85-4b2511346e07/resourcegroups/m-rpr-7rsg-rprtest-01/providers/microsoft.compute/disks/mrpr6vmwdb01_osdisk_1_6b280088c0b648ce9b2e2923112b351c","microsoft.compute/disks","us east 2","m-rpr-7rsg-rprtest-01","storage","standard hdd managed disks","disk operations","mtb:cc-cld-requestor:, mtb:cc-cld-consumer:1.0146, mtb:cc-cld-provider:, mtb:app-code:rpr, mtb:rfc-num:rfc0000000, mtb:ssr-num:, mtb:deploy:manual, mtb:cloud:azuseast2, mtb:env:test, mtb:gl:iaas","0.24926643498265","0.24926643498265","USD"
"/subscriptions/a77d73b2-8f9b-4206-bc85-4b2511346e07/resourcegroups/m-rpr-7rsg-rprtest-01/providers/microsoft.compute/disks/mrpr6vmwdb01_osdisk_1_6b280088c0b648ce9b2e2923112b351c","microsoft.compute/disks","us east 2","m-rpr-7rsg-rprtest-01","storage","standard hdd managed disks","s10 disks","mtb:cc-cld-requestor:, mtb:cc-cld-provider:, mtb:cc-cld-consumer:1.0146, mtb:app-code:rpr, mtb:ssr-num:, mtb:rfc-num:rfc0000000, mtb:deploy:manual, mtb:cloud:azuseast2, mtb:env:test, mtb:gl:iaas","2.157310711981072","2.157310711981072","USD"
"/subscriptions/a77d73b2-8f9b-4206-bc85-4b2511346e07/resourcegroups/m-rpr-7rsg-rprtest-01/providers/microsoft.compute/disks/mrpr6vmwweb01_osdisk_1_af63230eb8b944949d670725b03da615","microsoft.compute/disks","us east 2","m-rpr-7rsg-rprtest-01","storage","standard hdd managed disks","disk operations","mtb:app-code:rpr, mtb:cc-cld-requestor:, mtb:cc-cld-consumer:1.0146, mtb:cc-cld-provider:, mtb:ssr-num:, mtb:rfc-num:rfc0000000, mtb:deploy:manual, mtb:cloud:azuseast2, mtb:env:test, mtb:gl:iaas","0.245406187815599","0.245406187815599","USD"
"/subscriptions/a77d73b2-8f9b-4206-bc85-4b2511346e07/resourcegroups/m-rpr-7rsg-rprtest-01/providers/microsoft.compute/disks/mrpr6vmwweb01_osdisk_1_af63230eb8b944949d670725b03da615","microsoft.compute/disks","us east 2","m-rpr-7rsg-rprtest-01","storage","standard hdd managed disks","s10 disks","mtb:app-code:rpr, mtb:cc-cld-requestor:, mtb:cc-cld-consumer:1.0146, mtb:cc-cld-provider:, mtb:rfc-num:rfc0000000, mtb:ssr-num:, mtb:deploy:manual, mtb:cloud:azuseast2, mtb:env:test, mtb:gl:iaas","2.157310711981072","2.157310711981072","USD"
"/subscriptions/a77d73b2-8f9b-4206-bc85-4b2511346e07/resourcegroups/m-rpr-7rsg-rprtest-01/providers/microsoft.compute/disks/mrpr6wmwweb01_datadisk0","microsoft.compute/disks","us east 2","m-rpr-7rsg-rprtest-01","storage","standard hdd managed disks","disk operations","mtb:cc-cld-requestor:, mtb:cc-cld-provider:, mtb:cc-cld-consumer:1.0146, mtb:app-code:rpr, mtb:ssr-num:, mtb:rfc-num:rfc0000000, mtb:deploy:manual, mtb:cloud:azuseast2, mtb:env:test, mtb:gl:iaas","0.000522413921186","0.000522413921186","USD"
"/subscriptions/a77d73b2-8f9b-4206-bc85-4b2511346e07/resourcegroups/m-rpr-7rsg-rprtest-01/providers/microsoft.compute/disks/mrpr6wmwweb01_datadisk0","microsoft.compute/disks","us east 2","m-rpr-7rsg-rprtest-01","storage","standard hdd managed disks","s10 disks","mtb:app-code:rpr, mtb:cc-cld-requestor:, mtb:cc-cld-consumer:1.0146, mtb:cc-cld-provider:, mtb:ssr-num:, mtb:rfc-num:rfc0000000, mtb:deploy:manual, mtb:cloud:azuseast2, mtb:env:test, mtb:gl:iaas","2.157310711981072","2.157310711981072","USD"
"/subscriptions/a77d73b2-8f9b-4206-bc85-4b2511346e07/resourcegroups/m-rpr-7rsg-rprtest-01/providers/microsoft.compute/disks/mrpr6wmwweb01_datadisk1","microsoft.compute/disks","us east 2","m-rpr-7rsg-rprtest-01","storage","standard hdd managed disks","disk operations","mtb:app-code:rpr, mtb:cc-cld-requestor:, mtb:cc-cld-consumer:1.0146, mtb:cc-cld-provider:, mtb:rfc-num:rfc0000000, mtb:ssr-num:, mtb:deploy:manual, mtb:cloud:azuseast2, mtb:env:test, mtb:gl:iaas","0.000494534524857","0.000494534524857","USD"
"/subscriptions/a77d73b2-8f9b-4206-bc85-4b2511346e07/resourcegroups/m-rpr-7rsg-rprtest-01/providers/microsoft.compute/disks/mrpr6wmwweb01_datadisk1","microsoft.compute/disks","us east 2","m-rpr-7rsg-rprtest-01","storage","standard hdd managed disks","s10 disks","mtb:cc-cld-requestor:, mtb:cc-cld-consumer:1.0146, mtb:cc-cld-provider:, mtb:app-code:rpr, mtb:rfc-num:rfc0000000, mtb:ssr-num:, mtb:deploy:manual, mtb:cloud:azuseast2, mtb:env:test, mtb:gl:iaas","2.157310711981072","2.157310711981072","USD"
"/subscriptions/a77d73b2-8f9b-4206-bc85-4b2511346e07/resourcegroups/m-rpr-7rsg-rprtest-01/providers/microsoft.compute/disks/rpr-test2_osdisk_1_3cc4539a98db4d449edab6e53df32703","microsoft.compute/disks","us east 2","m-rpr-7rsg-rprtest-01","storage","standard ssd managed disks","disk operations","mtb:cc-cld-requestor:, mtb:cc-cld-provider:, mtb:cc-cld-consumer:1.0146, mtb:app-code:rpr, mtb:ssr-num:, mtb:rfc-num:rfc0000000, mtb:deploy:manual, mtb:cloud:azuseast2, mtb:env:test, mtb:gl:iaas","0.371227079422171","0.371227079422171","USD"
"/subscriptions/a77d73b2-8f9b-4206-bc85-4b2511346e07/resourcegroups/m-rpr-7rsg-rprtest-01/providers/microsoft.compute/disks/rpr-test2_osdisk_1_3cc4539a98db4d449edab6e53df32703","microsoft.compute/disks","us east 2","m-rpr-7rsg-rprtest-01","storage","standard ssd managed disks","e10 disks","mtb:cc-cld-requestor:, mtb:cc-cld-consumer:1.0146, mtb:cc-cld-provider:, mtb:app-code:rpr, mtb:ssr-num:, mtb:rfc-num:rfc0000000, mtb:deploy:manual, mtb:cloud:azuseast2, mtb:env:test, mtb:gl:iaas","3.532857142857146","3.532857142857146","USD"
"/subscriptions/a77d73b2-8f9b-4206-bc85-4b2511346e07/resourcegroups/m-rpr-7rsg-rprtest-01/providers/microsoft.compute/virtualmachines/mrpr6vmwdb01","microsoft.compute/virtualmachines","us east 2","m-rpr-7rsg-rprtest-01","bandwidth","bandwidth","data transfer out","mtb:app-code:rpr, mtb:cc-cld-requestor:, mtb:cc-cld-provider:, mtb:cc-cld-consumer:1.0146, mtb:rfc-num:rfc0000000, mtb:ssr-num:, mtb:deploy:manual, mtb:cloud:azuseast2, mtb:env:test, mtb:gl:iaas, mtb:deploy:ado","0.000007385422512","0.000007385422512","USD"
"/subscriptions/a77d73b2-8f9b-4206-bc85-4b2511346e07/resourcegroups/m-rpr-7rsg-rprtest-01/providers/microsoft.compute/virtualmachines/mrpr6vmwdb01","microsoft.compute/virtualmachines","us east 2","m-rpr-7rsg-rprtest-01","bandwidth","bandwidth inter-region","data transfer out","mtb:app-code:rpr","3.0507395e-8","3.0507395e-8","USD"
"/subscriptions/a77d73b2-8f9b-4206-bc85-4b2511346e07/resourcegroups/m-rpr-7rsg-rprtest-01/providers/microsoft.compute/virtualmachines/mrpr6vmwdb01","microsoft.compute/virtualmachines","us east 2","m-rpr-7rsg-rprtest-01","virtual machines","dv2 series vm","d11 v2/ds11 v2","mtb:cc-cld-requestor:, mtb:cc-cld-provider:, mtb:cc-cld-consumer:1.0146, mtb:app-code:rpr, mtb:rfc-num:rfc0000000, mtb:ssr-num:, mtb:deploy:manual, mtb:cloud:azuseast2, mtb:env:test, mtb:gl:iaas, mtb:deploy:ado","40.51683214555714","40.51683214555714","USD"
"/subscriptions/a77d73b2-8f9b-4206-bc85-4b2511346e07/resourcegroups/m-rpr-7rsg-rprtest-01/providers/microsoft.compute/virtualmachines/mrpr6vmwdb01","microsoft.compute/virtualmachines","us east 2","m-rpr-7rsg-rprtest-01","virtual network","virtual network peering","egress","mtb:app-code:rpr, mtb:cc-cld-requestor:, mtb:cc-cld-provider:, mtb:cc-cld-consumer:1.0146, mtb:ssr-num:, mtb:rfc-num:rfc0000000, mtb:deploy:manual, mtb:cloud:azuseast2, mtb:env:test, mtb:gl:iaas, mtb:deploy:ado","0.021716827633084","0.021716827633084","USD"
"/subscriptions/a77d73b2-8f9b-4206-bc85-4b2511346e07/resourcegroups/m-rpr-7rsg-rprtest-01/providers/microsoft.compute/virtualmachines/mrpr6vmwdb01","microsoft.compute/virtualmachines","us east 2","m-rpr-7rsg-rprtest-01","virtual network","virtual network peering","ingress","mtb:app-code:rpr, mtb:cc-cld-requestor:, mtb:cc-cld-consumer:1.0146, mtb:cc-cld-provider:, mtb:rfc-num:rfc0000000, mtb:ssr-num:, mtb:deploy:manual, mtb:cloud:azuseast2, mtb:env:test, mtb:gl:iaas, mtb:deploy:ado","0.00603244680938","0.00603244680938","USD"
"/subscriptions/a77d73b2-8f9b-4206-bc85-4b2511346e07/resourcegroups/m-rpr-7rsg-rprtest-01/providers/microsoft.compute/virtualmachines/mrpr6vmwweb01","microsoft.compute/virtualmachines","us east 2","m-rpr-7rsg-rprtest-01","bandwidth","bandwidth","data transfer out","mtb:app-code:rpr, mtb:cc-cld-requestor:, mtb:cc-cld-consumer:1.0146, mtb:cc-cld-provider:, mtb:rfc-num:rfc0000000, mtb:ssr-num:, mtb:deploy:manual, mtb:cloud:azuseast2, mtb:env:test, mtb:gl:iaas, mtb:deploy:ado","0.000005713251378","0.000005713251378","USD"
"/subscriptions/a77d73b2-8f9b-4206-bc85-4b2511346e07/resourcegroups/m-rpr-7rsg-rprtest-01/providers/microsoft.compute/virtualmachines/mrpr6vmwweb01","microsoft.compute/virtualmachines","us east 2","m-rpr-7rsg-rprtest-01","bandwidth","bandwidth inter-region","data transfer out","mtb:app-code:rpr, mtb:cc-cld-requestor:, mtb:cc-cld-provider:, mtb:cc-cld-consumer:1.0146, mtb:rfc-num:rfc0000000, mtb:ssr-num:, mtb:deploy:manual, mtb:cloud:azuseast2, mtb:env:test, mtb:gl:iaas","9.6098295e-7","9.6098295e-7","USD"
"/subscriptions/a77d73b2-8f9b-4206-bc85-4b2511346e07/resourcegroups/m-rpr-7rsg-rprtest-01/providers/microsoft.compute/virtualmachines/mrpr6vmwweb01","microsoft.compute/virtualmachines","us east 2","m-rpr-7rsg-rprtest-01","virtual machines","fsv2 series vm","f4s v2","mtb:app-code:rpr, mtb:cc-cld-requestor:, mtb:cc-cld-provider:, mtb:cc-cld-consumer:1.0146, mtb:rfc-num:rfc0000000, mtb:ssr-num:, mtb:deploy:manual, mtb:cloud:azuseast2, mtb:env:test, mtb:gl:iaas, mtb:deploy:ado","46.12966114066874","46.12966114066874","USD"
"/subscriptions/a77d73b2-8f9b-4206-bc85-4b2511346e07/resourcegroups/m-rpr-7rsg-rprtest-01/providers/microsoft.compute/virtualmachines/mrpr6vmwweb01","microsoft.compute/virtualmachines","us east 2","m-rpr-7rsg-rprtest-01","virtual network","virtual network peering","egress","mtb:cc-cld-requestor:, mtb:cc-cld-consumer:1.0146, mtb:cc-cld-provider:, mtb:app-code:rpr, mtb:rfc-num:rfc0000000, mtb:ssr-num:, mtb:deploy:manual, mtb:cloud:azuseast2, mtb:env:test, mtb:gl:iaas, mtb:deploy:ado","0.022871994652385","0.022871994652385","USD"
"/subscriptions/a77d73b2-8f9b-4206-bc85-4b2511346e07/resourcegroups/m-rpr-7rsg-rprtest-01/providers/microsoft.compute/virtualmachines/mrpr6vmwweb01","microsoft.compute/virtualmachines","us east 2","m-rpr-7rsg-rprtest-01","virtual network","virtual network peering","ingress","mtb:app-code:rpr, mtb:cc-cld-requestor:, mtb:cc-cld-consumer:1.0146, mtb:cc-cld-provider:, mtb:ssr-num:, mtb:rfc-num:rfc0000000, mtb:deploy:manual, mtb:cloud:azuseast2, mtb:env:test, mtb:gl:iaas, mtb:deploy:ado","0.006915999142865","0.006915999142865","USD"
"/subscriptions/a77d73b2-8f9b-4206-bc85-4b2511346e07/resourcegroups/m-rpr-7rsg-rprtest-01/providers/microsoft.compute/virtualmachines/mrpr6vmwweb01","microsoft.compute/virtualmachines","us east 2","m-rpr-7rsg-rprtest-01","virtual network","virtual network private link","data processed - egress","mtb:cc-cld-requestor:, mtb:cc-cld-consumer:1.0146, mtb:cc-cld-provider:, mtb:app-code:rpr, mtb:ssr-num:, mtb:rfc-num:rfc0000000, mtb:deploy:manual, mtb:cloud:azuseast2, mtb:env:test, mtb:gl:iaas","0","0","USD"
"/subscriptions/a77d73b2-8f9b-4206-bc85-4b2511346e07/resourcegroups/m-rpr-7rsg-rprtest-01/providers/microsoft.compute/virtualmachines/mrpr6vmwweb01","microsoft.compute/virtualmachines","us east 2","m-rpr-7rsg-rprtest-01","virtual network","virtual network private link","data processed - ingress","mtb:cc-cld-requestor:, mtb:cc-cld-consumer:1.0146, mtb:cc-cld-provider:, mtb:app-code:rpr, mtb:ssr-num:, mtb:rfc-num:rfc0000000, mtb:deploy:manual, mtb:cloud:azuseast2, mtb:env:test, mtb:gl:iaas","0","0","USD"
"/subscriptions/a77d73b2-8f9b-4206-bc85-4b2511346e07/resourcegroups/m-rpr-7rsg-rprtest-01/providers/microsoft.compute/virtualmachines/rpr-test2","microsoft.compute/virtualmachines","us east 2","m-rpr-7rsg-rprtest-01","bandwidth","bandwidth","data transfer out","mtb:cc-cld-requestor:, mtb:cc-cld-provider:, mtb:cc-cld-consumer:1.0146, mtb:app-code:rpr, mtb:ssr-num:, mtb:rfc-num:rfc0000000, mtb:deploy:manual, mtb:cloud:azuseast2, mtb:env:test, mtb:gl:iaas, mtb:deploy:ado","0.00004068949761","0.00004068949761","USD"
"/subscriptions/a77d73b2-8f9b-4206-bc85-4b2511346e07/resourcegroups/m-rpr-7rsg-rprtest-01/providers/microsoft.compute/virtualmachines/rpr-test2","microsoft.compute/virtualmachines","us east 2","m-rpr-7rsg-rprtest-01","bandwidth","bandwidth inter-region","data transfer out","mtb:app-code:rpr, mtb:cc-cld-requestor:, mtb:cc-cld-consumer:1.0146, mtb:cc-cld-provider:, mtb:rfc-num:rfc0000000, mtb:ssr-num:, mtb:deploy:manual, mtb:cloud:azuseast2, mtb:env:test, mtb:gl:iaas, mtb:deploy:ado","0.000140181480866","0.000140181480866","USD"
"/subscriptions/a77d73b2-8f9b-4206-bc85-4b2511346e07/resourcegroups/m-rpr-7rsg-rprtest-01/providers/microsoft.compute/virtualmachines/rpr-test2","microsoft.compute/virtualmachines","intercontinental","m-rpr-7rsg-rprtest-01","bandwidth","bandwidth inter-region","data transfer out - nam or eu to any","mtb:cc-cld-requestor:, mtb:cc-cld-provider:, mtb:cc-cld-consumer:1.0146, mtb:app-code:rpr, mtb:rfc-num:rfc0000000, mtb:ssr-num:, mtb:deploy:manual, mtb:cloud:azuseast2, mtb:env:test, mtb:gl:iaas, mtb:deploy:ado","0","0","USD"
"/subscriptions/a77d73b2-8f9b-4206-bc85-4b2511346e07/resourcegroups/m-rpr-7rsg-rprtest-01/providers/microsoft.compute/virtualmachines/rpr-test2","microsoft.compute/virtualmachines","us east 2","m-rpr-7rsg-rprtest-01","virtual machines","ev3 series vm","e2 v3/e2s v3","mtb:cc-cld-requestor:, mtb:cc-cld-consumer:1.0146, mtb:cc-cld-provider:, mtb:app-code:rpr, mtb:ssr-num:, mtb:rfc-num:rfc0000000, mtb:deploy:manual, mtb:cloud:azuseast2, mtb:env:test, mtb:gl:iaas, mtb:deploy:ado","36.165178982780375","36.165178982780375","USD"
"/subscriptions/a77d73b2-8f9b-4206-bc85-4b2511346e07/resourcegroups/m-rpr-7rsg-rprtest-01/providers/microsoft.compute/virtualmachines/rpr-test2","microsoft.compute/virtualmachines","us east 2","m-rpr-7rsg-rprtest-01","virtual network","virtual network peering","egress","mtb:app-code:rpr, mtb:cc-cld-requestor:, mtb:cc-cld-provider:, mtb:cc-cld-consumer:1.0146, mtb:rfc-num:rfc0000000, mtb:ssr-num:, mtb:deploy:manual, mtb:cloud:azuseast2, mtb:env:test, mtb:gl:iaas, mtb:deploy:ado","0.000003345013108","0.000003345013108","USD"
"/subscriptions/a77d73b2-8f9b-4206-bc85-4b2511346e07/resourcegroups/m-rpr-7rsg-rprtest-01/providers/microsoft.compute/virtualmachines/rpr-test2","microsoft.compute/virtualmachines","us east 2","m-rpr-7rsg-rprtest-01","virtual network","virtual network peering","ingress","mtb:cc-cld-requestor:, mtb:cc-cld-consumer:1.0146, mtb:cc-cld-provider:, mtb:app-code:rpr, mtb:ssr-num:, mtb:rfc-num:rfc0000000, mtb:deploy:manual, mtb:cloud:azuseast2, mtb:env:test, mtb:gl:iaas, mtb:deploy:ado","0.000011963902188","0.000011963902188","USD"
"/subscriptions/a77d73b2-8f9b-4206-bc85-4b2511346e07/resourcegroups/m-rpr-7rsg-rprtest-01/providers/microsoft.keyvault/vaults/m-rpr-7akv-rprtest-01","microsoft.keyvault/vaults","us east 2","m-rpr-7rsg-rprtest-01","key vault","key vault","operations","mtb:cc-cld-requestor:, mtb:cc-cld-provider:, mtb:cc-cld-consumer:1.0146, mtb:app-code:rpr, mtb:rfc-num:rfc0000000, mtb:ssr-num:, mtb:deploy:ado, mtb:cloud:azuseast2, mtb:env:test, mtb:gl:paas","0.017864394177699","0.017864394177699","USD"
"/subscriptions/a77d73b2-8f9b-4206-bc85-4b2511346e07/resourcegroups/m-rpr-7rsg-rprtest-01/providers/microsoft.network/networksecuritygroups/m-fwp-7nsg-testrestricted-mssql-01","microsoft.network/networksecuritygroups","us east 2","m-rpr-7rsg-rprtest-01","network watcher","network watcher","traffic analytics processing","mtb:cc-cld-requestor:, mtb:cc-cld-consumer:1.0146, mtb:cc-cld-provider:, mtb:app-code:rpr, mtb:rfc-num:rfc0000000, mtb:ssr-num:, mtb:deploy:ado, mtb:cloud:azuseast2, mtb:env:test, mtb:gl:paas","0.056686673446247","0.056686673446247","USD"
